Категорија,Brand,Име на производ,АКЦИЈА,Цена-ден,Карактеристики,Гар(м),ДДВ,лагер,KatBroj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Lenovo,"Notebook Lenovo IdeaPad 3 15IML05  Intel® Core™ i3-10110U Processor (4M Cache, Up to 4.10GHz)/ (4+4)8GB SO-DIMM DDR4/ NVIDIA GeForce MX130 2GB GDDR5/ Up to 2 drives 256GB SSD M.2 2242 PCIe NVMe/ 15.6"" FHD (1920x1080) IPS 250nits Anti-glare/ Backlit Keyboa",,"26,150 ден.","IdeaPad 3 15IML05 Platinum Grey - i3-10110U, 8GB, 256GB NVMe, MX130 2GB, 15,6"", DOS;
Intel Core i3-10110U (2C / 4T, 2.1 / 4.1GHz, 4MB)/ 4GB Soldered DDR4-2666 + 4GB SO-DIMM DDR4-2666 / (Up to 2 drives)256GB SSD M.2 2242 PCIe 3.0x2 NVMe/ 15.6"" FHD (1920x1080) TN 220nits AG + Camera 720p with Privacy Shutter/ NVIDIA GeForce MX130 2GB GDDR5/ 11ax, 2x2 + BT5.0/ Stereo speakers, 1.5W x2, Dolby Audio/ Firmware TPM 2.0/ 35Wh battery/ 1,7kg/ 24m. Warranty/ DOS",24,5%,×,24533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Lenovo,"Notebook Lenovo V15 G2 15,6FHD; I3-1115G4; 8GB ddr4-3200; 256GB NVMe; 82KB0002RM",,"26,285 ден.","Lenovo V15 G2 ITL Black - i3-1115G4, 8GB, 256GB NVMe, 15,6"", DOS;
Intel Core i3-1115G4 (2C / 4T, 3.0 / 4.1GHz, 6MB)/4GB Soldered DDR4-3200 + 4GB DDR4-3200/ (Up to 2 drives) 256GB SSD M.2 2242 PCIe NVMe/ 15.6"" FHD (1920x1080) TN 250nits AG + HD 720p with Privacy Shutter/ Integrated Graphics/ Gigabit Ethernet/ 11ac 2x2 + BT5.0/ Stereo speakers, 1.5W x2, Dolby Audio/ Firmware TPM 2.0/ 38Wh battery/ 1,7kg/ 24m. Warranty/ DOS;",24,5%,√,27812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Acer,"Notebook Acer Swift 1 (SF114-33-P3EE), Silver, 14'' FHD IPS, Intel® Pentium® Silver Processor N5030, 8GB DDR4, 256GB NVMe SSD, 4xUSB, Figerprint,  Camera, HDMI,  BT, Linux NX.HYSEX.00B",,"26,347 ден.","NOTEBOOK ACER Swift 1 (SF114-33-P3EE), Silver, 14'' FHD IPS, Intel® Pentium® Silver Processor N5030, 8GB DDR4, 256GB NVMe SSD, 4xUSB, Figerprint,  Camera, HDMI,  BT, Linux",12,5%,√,26186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Acer,"Notebook Acer Swift 1 (SF114-33-P629), Gold, 14'' FHD IPS, Intel® Pentium® Silver Processor N5030, 8GB DDR4, 256GB NVMe SSD, 4xUSB, Figerprint,  Camera, HDMI,  BT, Linux NX.HYNEX.006",,"26,347 ден.","NOTEBOOK ACER Swift 1 (SF114-33-P629), Gold, 14'' FHD IPS, Intel® Pentium® Silver Processor N5030, 8GB DDR4, 256GB NVMe SSD, 4xUSB, Figerprint,  Camera, HDMI,  BT, Linux",12,5%,√,26187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Acer,"Notebook Acer Extensa (EX215-22-R9KC), Black, 15.6"" FHD (1920 x 1080) resolution, AMD Ryzen™ 5 3500U, 8 GB, 256GB NVMe SSD, 3xUSB, Camera, HDMI, Ethernet, BT, Linux NX.EG9EX.00E",,"26,408 ден.","NOTEBOOK ACER Extensa (EX215-22-R9KC), Black, 15.6"" FHD (1920 x 1080) resolution, AMD Ryzen™ 5 3500U, 8 GB, 256GB NVMe SSD, 3xUSB, Camera, HDMI, Ethernet, BT, Linux",24,5%,×,26525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Acer,"Notebook ACER A315-58-37AT, Intel, DOS, Core i3, 1115G4, 1,70 GHZ, Core 2, 8GB, 15,6″, FHD, SSD[GB] 256, 802.11ac, BT 5.0, GbitLAN, 1,70 kg, Boja Crvena",,"26,445 ден.",,,5%,×,27753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,HP,"Notebook HP  255 G8, DOS, Ryzen 5 3500U, 8 GB, 15,6""AG FHD, SSD 256 GB, integratedRadeon, 802.11ac,BT 4.2, 1.74 kg, 0,3 MPix, TPM, HDMI 1, Audio In/Out1, USB -C 1, USB-A 2 27K41EA#ABB",,"26,476 ден.","HP 255 G8, DOS, Ryzen 5 3500U, 8 GB, 15,6""AG FHD, SSD 256 GB, integratedRadeon, 802.11ac,BT 4.2, 1.74 kg, 0,3 MPix, TPM, HDMI 1, Audio In/Out1, USB -C 1, USB-A 2",12,5%,×,25810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Lenovo,"Notebook Lenovo IdeaPad 3 15ITL6 Sand - i3-1115G4, 8GB, 256GB NVMe, 15,6"", DOS;
Intel Core i3-1115G4 (2C / 4T, 3.0 / 4.1GHz, 6MB)/ 4GB Soldered DDR4-3200 + 4GB DDR4-3200/ (Up to 2 drives) 256GB SSD M.2 2242 PCIe NVMe/ 15.6"" FHD (1920x1080) TN 250nits AG +",,"26,636 ден.","IdeaPad 3 15ITL6 Sand - i3-1115G4, 8GB, 256GB NVMe, 15,6"", DOS;
Intel Core i3-1115G4 (2C / 4T, 3.0 / 4.1GHz, 6MB)/ 4GB Soldered DDR4-3200 + 4GB DDR4-3200/ (Up to 2 drives) 256GB SSD M.2 2242 PCIe NVMe/ 15.6"" FHD (1920x1080) TN 250nits AG + HD 720p with Privacy Shutter/ Integrated Graphics/ 11ac, 2x2 + BT5.0/ Firmware TPM 2.0/ Stereo speakers, 1.5W x2, Dolby Audio/ 38Wh battery/ 1,65kg/ 24m. Warranty/ DOS",24,5%,√,28156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Acer,"Notebook Acer Aspire 3 (A315-56-35XL), Blue, 15.6"" FHD (1920 x 1080) resolution, Intel® Core™i3-1005G1, 8 GB, 512GB NVMe SSD, USB2.0/USB3.1, Camera, HDMI, Ethernet, BT, Linux NX.HS6EX.002",,"26,734 ден.","NOTEBOOK ACER Aspire 3 (A315-56-35XL), Blue, 15.6"" FHD (1920 x 1080) resolution, Intel® Core™i3-1005G1, 8 GB, 512GB NVMe SSD, USB2.0/USB3.1, Camera, HDMI, Ethernet, BT, Linux",12,5%,×,26699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Acer,"Notebook Acer Aspire 3 (A315-56-327B), Black, 15.6"" FHD (1920 x 1080) resolution, Intel® Core™i3-1005G1, 8 GB, 512GB NVMe SSD, USB2.0/USB3.1, Camera, HDMI, Ethernet, BT, Linux NX.HS5EX.008",,"26,734 ден.","NOTEBOOK ACER Aspire 3 (A315-56-327B), Black, 15.6"" FHD (1920 x 1080) resolution, Intel® Core™i3-1005G1, 8 GB, 512GB NVMe SSD, USB2.0/USB3.1, Camera, HDMI, Ethernet, BT, Linux",12,5%,×,26701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Acer,"Notebook Acer Aspire 3 (A315-56-33TZ), Red, 15.6"" FHD (1920 x 1080) resolution, Intel® Core™i3-1005G1, 8 GB, 512GB NVMe SSD, USB2.0/USB3.1, Camera, HDMI, Ethernet, BT, Linux NX.HS7EX.002",,"26,734 ден.","NOTEBOOK ACER Aspire 3 (A315-56-33TZ), Red, 15.6"" FHD (1920 x 1080) resolution, Intel® Core™i3-1005G1, 8 GB, 512GB NVMe SSD, USB2.0/USB3.1, Camera, HDMI, Ethernet, BT, Linux",12,5%,×,26698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,HP,Notebook HP 14s Ryzen3 5300U 8GB/256GB SSD/14 FullHD IPS/DOS/Snowflake White,,"26,734 ден.",,12,5%,×,28668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Acer,"NOTEBOOK ACER Aspire 5 (A515-56-3456), Silver, 15.6"" FHD (1920 x 1080) resolution, Intel® Core™ i3-1115G4, Iris® Xe Graphics, 8 GB, 256GB PCIe NVMe SSD, 3xUSB 3.2, 1xUSB-C, HD WEBCam, HDMI, Wi-Fi 6, Ethernet, BT, Linux NX.A1EEX.008",,"26,832 ден.","NOTEBOOK ACER Aspire 5 (A515-56-3456), Silver, 15.6"" FHD (1920 x 1080) resolution, Intel® Core™ i3-1115G4, Iris® Xe Graphics, 8 GB, 256GB PCIe NVMe SSD, 3xUSB 3.2, 1xUSB-C, Fingerprint, HD WEBCam, HDMI, Wi-Fi 6, Ethernet, BT, Linux",12,5%,×,26696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Lenovo,"Notebook Lenovo IdeaPad 1 15AMN7 Cloud Grey - R3 7320U, 8GB, 512GB NVMe, 15,6"", DOS;
AMD Ryzen 3 7320U (4C / 8T, 2.4 / 4.1GHz, 2MB L2 / 4MB L3)/ 8GB Soldered LPDDR5-5500/ 512GB SSD M.2 2242 PCIe NVMe/ 15.6"" FHD (1920x1080) TN 220nits AG + HD 720p with Pri",,"27,023 ден.","IdeaPad 1 15AMN7 Cloud Grey - R3 7320U, 8GB, 512GB NVMe, 15,6"", DOS;
AMD Ryzen 3 7320U (4C / 8T, 2.4 / 4.1GHz, 2MB L2 / 4MB L3)/ 8GB Soldered LPDDR5-5500/ 512GB SSD M.2 2242 PCIe NVMe/ 15.6"" FHD (1920x1080) TN 220nits AG + HD 720p with Privacy Shutter/ Integrated Graphics/ 11ac 2x2 + BT5.0/ Firmware TPM 2.0/ Stereo speakers, 1.5W x2, Dolby Audio/ 42Wh battery/ 1,58kg/ 24m. Warranty/ DOS",24,5%,√,28548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Acer,"Notebook Acer Aspire 3 (A315-57G-39LP), Black, 15.6"" FHD (1920 x 1080) resolution, Intel® Core™i3-1005G1, GeForce® MX330 2GB, 8 GB, 256GB NVMe SSD, USB2.0/USB3.2, Camera, HDMI, Ethernet, BT, Linux NX.HZREX.00B",,"27,091 ден.","NOTEBOOK ACER Aspire 3 (A315-57G-39LP), Black, 15.6"" FHD (1920 x 1080) resolution, Intel® Core™i3-1005G1, GeForce® MX330 2GB, 8 GB, 256GB NVMe SSD, USB2.0/USB3.2, Camera, HDMI, Ethernet, BT, Linux",12,5%,×,25519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,HP,"Notebook HP 250G8  i3-1005G115.6""/4GB/256GB/2core 27K14EA",,"27,140 ден.",,12,18%,√,27093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Acer,"Notebook Acer A315-23-R26A, Win 10 Home, AMD, Ryzen 5 3500U, 2,1 GHz, Core 4, 12 GB, 15,6"" FHD, SSD 512 GB, AMD Radeon RX Vega 8, 802.11ac,BT 4.1,GbitLAN, Boja Srebrna, USB 2.0 1, USB 3.1 2, HDMI 1, 1,9 kg NX.HVUEX.007",,"27,152 ден.","A315-23-R26A, Win 10 Home, AMD, Ryzen 5 3500U, 2,1 GHz, Core 4, 12 GB, 15,6"" FHD, SSD 512 GB, AMD Radeon RX Vega 8, 802.11ac,BT 4.1,GbitLAN, Boja Srebrna, USB 2.0 1, USB 3.1 2, HDMI 1, 1,9 kg",12,5%,×,24819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Lenovo,"Notebook Lenovo IdeaPad 3 15ITL6 Arctic Grey - i3-1115G4, 8GB, 256GB NVMe, 15,6"", DOS;
Intel Core i3-1115G4 (2C / 4T, 3.0 / 4.1GHz, 6MB)/ 4GB Soldered DDR4 + 4GB SO-DIMM DDR4/ (Up to 2 drives) 256GB SSD M.2 2242 PCIe NVMe/ 15.6"" FHD (1920x1080) IPS 300nit",,"27,152 ден.","IdeaPad 3 15ITL6 Arctic Grey - i3-1115G4, 8GB, 256GB NVMe, 15,6"", DOS;
Intel Core i3-1115G4 (2C / 4T, 3.0 / 4.1GHz, 6MB)/ 4GB Soldered DDR4 + 4GB SO-DIMM DDR4/ (Up to 2 drives) 256GB SSD M.2 2242 PCIe NVMe/ 15.6"" FHD (1920x1080) IPS 300nits AG + 720p with Privacy Shutter/ Integrated Graphics/ 11ac, 2x2 + BT5.1/ Stereo speakers, 1.5W x2, Dolby Audio/ Firmware TPM 2.0/ 38Wh battery/ 1,65kg/ 24m. Warranty/ DOS",24,5%,×,26568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Lenovo,"Notebook Lenovo IdeaPad 1 15AMN7 Cloud Grey - R5 7520U, 8GB, 512GB NVMe, 15,6"", DOS;
AMD Ryzen 5 7520U (4C / 8T, 2.8 / 4.3GHz, 2MB L2 / 4MB L3)/ 8GB Soldered LPDDR5-5500/ 512GB SSD M.2 2242 PCIe 4.0x4 NVMe/ 15.6"" FHD (1920x1080) TN 220nits AG + HD 720p wi",,"27,152 ден.","IdeaPad 1 15AMN7 Cloud Grey - R5 7520U, 8GB, 512GB NVMe, 15,6"", DOS;
AMD Ryzen 5 7520U (4C / 8T, 2.8 / 4.3GHz, 2MB L2 / 4MB L3)/ 8GB Soldered LPDDR5-5500/ 512GB SSD M.2 2242 PCIe 4.0x4 NVMe/ 15.6"" FHD (1920x1080) TN 220nits AG + HD 720p with Privacy Shutter/ Integrated Graphics/ 11ac 2x2 + BT5.0/ Firmware TPM 2.0/ Stereo speakers, 1.5W x2, Dolby Audio/ 42Wh battery/ 1,58kg/ 24m. Warranty/ DOS",24,5%,√,28547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Acer,"Notebook Acer Aspire 5 A515-45-R9G6 NX.AUSEX.001 ; Ryzen 3 5300U; 15,6FHD IPS; 256GB NVMe; Win 11H s;",,"27,152 ден.",,,5%,√,27760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Acer,"Notebook Acer A315-23-R5P2, AMD, DOS, Ryzen 5, 3500U, 2,10 GHZ, Core 4, 12GB, 15,6"", FHD-IOS, SSD[GB] 512, AMD, Radeon RX Vega 8, 1,90 kg, Boja Srebrna NX.HVUEX.033",,"27,152 ден.","A315-23-R5P2, AMD, DOS, Ryzen 5, 3500U, 2,10 GHZ, Core 4, 12GB, 15,6"", FHD-IOS, SSD[GB] 512, AMD, Radeon RX Vega 8, 1,90 kg, Boja Srebrna",,5%,×,26892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,HP,Notebook HP HP 250 G9 - i3-1215u / 8GB / 512 GB 6S7B3EA#ABB,,"27,152 ден.",HP 250 G9 - i3-1215u / 8GB / 512 GB,,5%,√,28777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Acer,"Notebook Acer A315-24P-R83E, AMD, DOS, Ryzen 3, 7320U, 2,4000 GHZ, Core 4,0000, 8, 15,6"", FHD, SSD[GB] 512, M.2 PCIe NVMe, AMD, Radeon, -, n/a, 802.11a/b/g/n, Bluetooth 5.2, 1,7800 kg, Boja Siva, HDMI 1, USB 3.2 2 NX.KDEEX.011",,"27,736 ден.","Acer A315-24P-R83E, AMD, DOS, Ryzen 3, 7320U, 2,4000 GHZ, Core 4,0000, 8, 15,6"", FHD, SSD[GB] 512, M.2 PCIe NVMe, AMD, Radeon, -, n/a, 802.11a/b/g/n, Bluetooth 5.2, 1,7800 kg, Boja Siva, HDMI 1, USB 3.2 2",24,5%,×,28760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,HP,"HP 15-dw3001na, 593J2EA 15,6 FHD, Core i3-1125G4 quad, 8GB RAM, 256GB M.2 SSD, Windows 11, Jet black 593J2EA",,"27,866 ден.",,36,5%,×,26729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Acer,"Notebook Acer  Aspire 3 (A315-23-R4T6), Black, 15.6"" IPS FHD (1920 x 1080) resolution, AMD Ryzen™ 5 3500U, 8GB, 512GB NVMe SSD, 3xUSB, Camera, HDMI, Ethernet, BT, Linux NX.HVTEX.01S",,"28,093 ден.","NOTEBOOK ACER  Aspire 3 (A315-23-R4T6), Black, 15.6"" IPS FHD (1920 x 1080) resolution, AMD Ryzen™ 5 3500U, 8GB, 512GB NVMe SSD, 3xUSB, Camera, HDMI, Ethernet, BT, Linux",12,5%,×,27841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,HP,"Notebook HP 250 G8, Intel Core i3-1115G4, 15.6"" FHD, RAM 8GB (1x8GB) DDR4 2666, SSD 256GB PCIe NVMe Value, FreeDOS",,"28,124 ден.","HP NB 250 G8, Intel Core i3-1115G4, 15.6вЂќ FHD, RAM 8GB (1x8GB) DDR4 2666, SSD 256GB PCIe NVMe Value, FreeDOS, 1Y Warranty 12M",,5%,×,27028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,DELL,"Notebook DELL Vostro 3501,15.6” FHD, i3-1005G1, 8GB DDR4, 256SSD M.2, Cam + Mic, 3 cell, 42WHr, UHD Graphic, WiFi + BT,Ubuntu, Grey,3Yrs PO N6503VN3501EMEA01_2105",,"28,352 ден.","NOTEBOOK DELL Vostro 3501,15.6” FHD, i3-1005G1, 8GB DDR4, 256SSD M.2, Cam + Mic, 3 cell, 42WHr, UHD Graphic, WiFi + BT,Ubuntu, Grey,3Yrs PO",36,5%,×,25435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,HP,"Notebook HP 15s-fq5346nia (7K5K5EA); i3-1215U;15,6""FHD;8GB;512",,"28,352 ден.",,36,5%,√,28774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Acer,"Notebook ACER Aspire A515-45, NX.A7YEX.00K, Ryzen 3 5300U, 8GB, 512GB SSD, 15.6in IPS, Windows 11H, srebren",,"28,352 ден.",,,5%,√,27759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,DELL,"Notebook DELL Vostro 3401,14” FHD,i3-1005G1,8GB DDR4,256SSD M.2,Cam + Mic,3 cell,42WHr,UHD Graphic,WiFi + BT,Ubuntu,3Yrs PO    210-AXEJ",,"28,573 ден.","NOTEBOOK DELL Vostro 3401,14” FHD,i3-1005G1,8GB DDR4,256SSD M.2,Cam + Mic,3 cell,42WHr,UHD Graphic,WiFi + BT,Ubuntu,3Yrs PO   ",36,5%,×,25428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,HP,"Notebook HP Laptop 5s-fq2003nia, DOS, Core i5 1135G7, 8 GB, 15,6"" AG FHD, SSD 256 GB, Intel UHD, 802.11ac, BT 4.2, 1.65 kg, HD 720p, Color Siva, HDMI 1, Audio In/Out 1, USB 3.0 2, USB-C 1 3B3J5EA#bh5",,"29,059 ден.","HP Laptop 5s-fq2003nia, DOS, Core i5 1135G7, 8 GB, 15,6"" AG FHD, SSD 256 GB, Intel UHD, 802.11ac, BT 4.2, 1.65 kg, HD 720p, Color Siva, HDMI 1, Audio In/Out 1, USB 3.0 2, USB-C 1",12,5%,×,26134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,HP,"Notebook HP 255 G9 15,6 Ryzen5 5625;8GB; 512NVMe;  5Y3X5EA",,"29,508 ден.",,,5%,×,28127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Lenovo,"Notebook Lenovo V15 G3 ABA Black - R5 5625U, 8GB, 256GB NVMe, 15,6"", DOS;
AMD Ryzen 5 5625U (6C / 12T, 2.3 / 4.3GHz, 3MB L2 / 16MB L3)/ 8GB Soldered DDR4-3200/ (Up to 2 drives) 256GB SSD M.2 2242 PCIe NVMe/15.6"" FHD (1920x1080) TN 250nits AG + HD 720p wit",,"29,545 ден.","Lenovo V15 G3 ABA Black - R5 5625U, 8GB, 256GB NVMe, 15,6"", DOS;
AMD Ryzen 5 5625U (6C / 12T, 2.3 / 4.3GHz, 3MB L2 / 16MB L3)/ 8GB Soldered DDR4-3200/ (Up to 2 drives) 256GB SSD M.2 2242 PCIe NVMe/15.6"" FHD (1920x1080) TN 250nits AG + HD 720p with Privacy Shutter/ Integrated Graphics/ Gigabit Ethernet/ 11ac 2x2 + BT5.0/ Stereo speakers, 1.5W x2, Dolby Audio/ Firmware TPM 2.0/ 38Wh battery/ 1,7kg/ 24m. Warranty/ DOS;",24,5%,√,28483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Lenovo,"Notebook Lenovo IdeaPad 3 15ITL6 Arctic Grey - i3-1115G4, 12GB, 512GB NVMe, 15,6"", DOS;
Intel Core i3-1115G4 (2C / 4T, 3.0 / 4.1GHz, 6MB)/ 4GB Soldered DDR4-3200 + 8GB DDR4-3200/ (Up to 2 drives) 512GB SSD M.2 2280 PCIe NVMe/ 15.6"" FHD (1920x1080) TN 250n",,"29,545 ден.","IdeaPad 3 15ITL6 Arctic Grey - i3-1115G4, 12GB, 512GB NVMe, 15,6"", DOS;
Intel Core i3-1115G4 (2C / 4T, 3.0 / 4.1GHz, 6MB)/ 4GB Soldered DDR4-3200 + 8GB DDR4-3200/ (Up to 2 drives) 512GB SSD M.2 2280 PCIe NVMe/ 15.6"" FHD (1920x1080) TN 250nits Ag + HD 720p with Privacy Shutter/ Integrated Graphics/ 11ac 2x2 + BT5.0/ Firmware TPM 2.0/ Stereo speakers, 1.5W x2, Dolby Audio/ 38Wh battery/ 1,65kg/ 24m. Warranty/ DOS",24,5%,√,28552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,DELL,"Notebook Dell Vostro 3515/AMD Ryzen 5 3450U/8GB/256GB SSD/15.6"" FHD/Radeon Vega 8/Cam & Mic/No optical drive/WLAN + BT/Backlit Kb/3 Cell/Ubuntu/3Yrw",,"29,766 ден.",0,36,5%,×,26219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook,Lenovo,"Notebook Lenovo IdeaPad 3 15ALC6 Arctic Grey - R3 5300U, 8GB, 512GB NVMe, 15,6"", DOS;
AMD Ryzen 3 5300U (4C / 8T, 2.6 / 3.8GHz, 2MB L2 / 4MB L3)/ 4GB Soldered DDR4-3200 + 4GB SO-DIMM DDR4-3200/ (Up to 2 drives) 512GB SSD M.2 2242 PCIe NVMe/ 15.6"" FHD (192",,"30,024 ден.","IdeaPad 3 15ALC6 Arctic Grey - R3 5300U, 8GB, 512GB NVMe, 15,6"", DOS;
AMD Ryzen 3 5300U (4C / 8T, 2.6 / 3.8GHz, 2MB L2 / 4MB L3)/ 4GB Soldered DDR4-3200 + 4GB SO-DIMM DDR4-3200/ (Up to 2 drives) 512GB SSD M.2 2242 PCIe NVMe/ 15.6"" FHD (1920x1080) IPS 300nits AG, 45% NTSC + 720p with Privacy Shutter/ Integrated Graphics/ 11ac, 2x2 + BT5.0/ Firmware TPM 2.0 integrated in chipset/ Stereo speakers, 1.5W x2, Dolby Audio/ 38Wh battery/ 1,65kg/ 24m. Warranty/ DOS",24,5%,×,25800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
